municipality_name,municipality_type,ward_no,latitude,longitude,population,household_size,households,road_distance_km,highway_distance_km,hospital_distance_km,school_distance_km,bank_distance_km,market_distance_km,bus_stop_distance_km,tourist_distance_km,electricity_access_pct,internet_access_pct,water_access_pct,average_income_npr,land_price_per_kattha_npr,rent_price_npr,commercial_buildings,industries,agriculture_pct,footfall_index,crime_rate_index,flood_risk_index,landslide_risk_index,purchasing_power_index,business_density,urbanization_rate,development_index,investment_score,recommended_business,business_success_probability
Mayadevi,Rural,1,27.533622,83.292169,1748,5.95,293,0.35,7.18,5.75,4.3,7.23,9.4,6.7,2.4,68.26,59.37,90.43,20969.87,2978488.69,2600.66,3,4,96.03,22.94,-0.18,6.73,0.94,58.24,1.72,54.83,64.05,37.56,Agro-vet Clinic,0.95
Sammarimai,Rural,3,27.702735,83.411202,1123,6.26,179,2.86,11.18,17.52,4.54,4.14,6.8,3.29,20.7,65.98,17.19,70.32,7896.82,1415398.42,2539.12,15,0,76.69,28.1,1.53,9.58,1.99,22.31,13.36,46.68,35.1,30.87,Dairy Farm,0.3768
Rohini,Rural,5,27.621014,83.473979,1383,5.03,274,3.84,10.91,14.29,5.79,7.63,6.98,8.55,8.35,82.37,21.84,64.52,22171.21,2348334.03,2714.58,18,0,81.69,12.92,1.47,4.82,0.13,59.69,13.02,54.18,39.0,17.74,Fertilizer Store,0.95
Siyari,Rural,6,27.487749,83.297803,866,5.79,149,2.45,12.57,10.44,4.11,8.23,1.33,3.47,20.44,100.0,14.48,100.0,20584.72,2191491.26,4046.06,15,0,75.7,5.75,2.15,0.83,1.06,40.79,15.0,39.27,56.72,22.96,Cold Storage,0.95
Devdaha,Semi-Urban,1,27.607767,83.253858,1203,5.47,219,0.97,3.63,3.75,1.55,1.69,2.54,1.5,21.13,96.8,73.1,71.92,50524.9,8211829.28,9528.91,73,1,38.98,16.47,3.03,0.54,0.95,47.99,60.68,83.6,73.6,50.18,Mobile Repair Shop,0.95
Lumbini Sanskritik,Semi-Urban,8,27.493026,83.45946,2485,5.12,485,1.79,2.99,4.95,1.83,4.75,0.31,1.55,2.6,98.32,57.55,94.29,25644.5,8949793.83,9743.52,7,6,30.76,22.46,2.89,4.32,1.24,23.87,2.82,98.12,73.84,33.28,Handicraft Shop,0.7852
Sainamaina,Semi-Urban,7,27.793741,83.464876,2842,4.6,617,0.17,4.48,7.94,1.97,2.04,3.34,2.06,7.87,99.82,43.73,79.2,140649.35,9364597.72,4387.18,14,7,24.13,50.11,2.29,0.02,1.19,261.08,4.93,100.0,65.89,65.68,Restaurant,0.95
Devdaha,Semi-Urban,5,27.741439,83.317711,3389,5.04,672,1.62,0.28,1.71,3.49,0.75,2.4,1.45,15.56,97.16,69.54,92.91,149713.53,5768105.2,11030.68,75,9,35.98,9.5,2.12,0.24,1.73,124.44,22.13,100.0,80.63,60.18,Polyclinic,0.95
Marchawari,Rural,2,27.461224,83.614481,1171,6.01,194,5.62,18.93,17.61,1.33,3.58,7.05,2.51,12.45,78.69,16.14,63.06,22928.32,1819650.5,4426.95,5,1,82.14,7.65,1.03,8.38,0.94,42.25,4.27,42.49,37.53,18.36,Stationery Shop,0.9489
Devdaha,Semi-Urban,7,27.657411,83.217684,3557,4.85,733,0.24,3.69,6.57,3.62,2.8,2.41,2.14,27.41,83.59,37.57,69.96,10442.04,10353133.58,9224.41,18,7,26.67,61.6,3.42,4.85,0.91,10.21,5.06,100.0,53.67,30.56,Tailoring Shop,0.6674
Marchawari,Rural,4,27.74252,83.550366,1573,6.33,248,2.72,12.95,12.49,2.97,6.04,3.07,5.91,23.61,100.0,41.46,93.27,10651.46,3170759.82,2775.59,11,0,62.45,13.78,1.72,8.27,1.89,28.21,6.99,62.85,64.42,27.63,Cold Storage,0.7122
Marchawari,Rural,6,27.690771,83.665298,982,5.79,169,7.05,9.44,12.75,3.78,9.82,3.78,1.7,20.05,54.24,11.85,80.31,22416.65,1632159.76,2584.64,18,2,87.52,1.75,3.07,1.02,0.0,62.54,18.0,40.4,29.04,16.86,Cold Storage,0.95
Sammarimai,Rural,1,27.665194,83.671681,1131,6.2,182,3.29,4.37,18.02,4.88,8.6,6.42,3.2,5.95,75.8,13.57,81.6,15506.28,1181772.44,3216.86,8,1,73.37,12.45,1.85,5.66,0.99,36.77,7.07,45.12,37.75,22.84,Fertilizer Store,0.7141
Kanchan,Rural,1,27.432215,83.610252,1718,5.82,295,5.0,0.04,12.16,1.82,9.97,7.28,3.74,12.3,75.91,12.38,34.63,16931.46,2034424.32,-278.56,1,0,80.83,25.85,0.57,0.93,0.61,234.69,0.58,57.69,25.93,29.2,Fertilizer Store,0.95
Devdaha,Semi-Urban,8,27.456658,83.356231,979,4.61,212,2.15,2.73,4.34,0.51,4.61,2.42,4.81,9.18,93.14,70.74,76.43,78149.43,7170152.57,7920.32,87,6,51.91,43.85,3.72,3.99,0.73,87.61,87.0,78.6,70.58,65.12,Tutoring Center,0.95
Kotahimai,Rural,6,27.562078,83.598316,2110,5.61,376,3.29,13.38,16.68,5.4,2.34,6.4,5.48,19.04,89.51,46.94,76.67,23961.67,1501316.78,3366.89,7,0,53.28,11.29,1.15,2.12,0.27,54.87,3.32,80.12,56.04,19.73,Dairy Farm,0.95
Sainamaina,Semi-Urban,8,27.56136,83.625595,3538,5.31,666,2.73,2.38,2.24,1.35,2.52,1.87,4.43,9.97,93.52,73.69,88.11,38260.56,10090355.43,12893.39,55,7,32.8,18.58,3.82,4.42,1.99,27.54,15.55,100.0,76.87,36.42,Bookstore,0.6735
Butwal,Urban,17,27.416702,83.661094,3683,4.75,775,0.65,0.91,1.82,1.13,1.98,1.16,0.83,22.51,100.0,87.07,98.56,47559.09,24464012.85,25700.38,233,7,10.01,90.63,5.54,2.3,0.17,17.81,63.26,100.0,86.87,70.1,Medical Supply Store,0.81
Siddharthanagar,Urban,9,27.744337,83.649673,5473,4.6,1190,1.02,1.28,3.36,0.98,0.42,1.74,1.11,22.59,98.89,87.33,90.58,59315.23,21262982.43,34670.4,195,12,11.89,51.71,3.46,2.01,1.08,16.63,35.63,100.0,85.92,54.51,Tutoring Center,0.7415
Kanchan,Rural,5,27.448675,83.265134,775,5.85,132,2.31,3.54,8.91,4.83,8.0,4.68,5.5,3.83,100.0,44.72,54.73,9278.13,2695219.86,2242.2,14,0,83.88,27.01,0.87,2.63,1.59,28.62,14.0,33.69,53.59,25.32,Dairy Farm,0.8215
Gaidahawa,Rural,9,27.429232,83.28318,1452,5.57,260,3.92,10.09,18.45,0.09,11.8,7.12,6.15,17.99,52.78,21.57,65.59,27539.0,2269376.03,4304.25,17,1,83.55,33.7,0.34,6.97,1.18,51.92,11.71,55.29,29.17,28.08,Bookstore,0.95
Lumbini Sanskritik,Semi-Urban,12,27.569772,83.622794,5008,5.08,985,0.42,5.85,2.66,1.27,4.9,1.95,0.66,3.0,81.7,61.75,82.71,5000.0,12132352.4,6362.16,26,5,40.8,61.59,1.32,1.33,1.1,6.79,5.19,100.0,69.44,30.37,Bookstore,0.6761
Lumbini Sanskritik,Semi-Urban,12,27.599458,83.640116,881,4.68,188,1.04,4.23,8.12,1.08,4.7,3.27,1.8,3.57,94.16,81.02,100.0,5000.0,9617026.05,10054.71,58,5,43.34,50.96,1.94,4.46,0.1,4.52,58.0,66.63,82.32,54.1,Bookstore,0.5576
Sainamaina,Semi-Urban,2,27.417811,83.386799,2718,4.79,567,1.94,3.93,6.78,2.48,1.65,3.82,1.77,41.01,88.19,68.22,87.34,65789.42,6543317.61,15694.17,17,3,31.66,49.91,2.85,4.08,1.66,39.41,6.25,100.0,71.98,54.13,Grocery Store,0.95
Sudhodhan,Rural,6,27.546182,83.50382,200,6.09,32,4.48,15.89,9.47,4.17,8.2,5.91,0.86,20.82,57.44,23.44,61.15,24300.44,500000.0,1905.85,7,0,77.17,11.92,1.93,4.82,1.12,83.63,7.0,15.65,32.25,26.03,Fertilizer Store,0.95
Sammarimai,Rural,5,27.651708,83.431753,867,5.26,164,5.57,7.82,11.42,6.29,4.43,3.79,5.43,19.33,51.2,29.19,72.13,19744.37,3590189.89,2115.24,6,1,82.26,23.51,0.38,5.29,1.28,63.38,6.0,33.73,36.61,15.27,Cold Storage,0.95
Sudhodhan,Rural,4,27.676577,83.33633,673,5.12,131,5.01,6.59,8.06,3.13,6.64,7.58,4.86,4.26,89.92,25.34,84.51,11607.04,2807971.16,2406.61,10,0,76.19,7.52,0.96,8.18,1.76,34.07,10.0,31.33,54.22,21.63,Fertilizer Store,0.7301
Mayadevi,Rural,5,27.503665,83.249206,721,5.41,133,5.43,11.54,1.61,3.1,6.65,3.49,2.08,9.57,89.75,49.6,71.58,18563.11,2323506.93,2888.13,12,0,48.49,18.07,2.05,9.83,1.09,47.74,12.0,41.88,59.87,28.14,Dairy Farm,0.95
Sudhodhan,Rural,3,27.469149,83.219641,1268,6.11,207,6.89,7.5,11.24,1.89,7.42,5.54,2.68,23.29,86.16,39.73,68.28,16075.78,2638305.04,2511.16,17,0,78.43,11.34,1.94,4.63,0.28,45.78,13.41,51.31,49.06,17.11,Dairy Farm,0.95
Rohini,Rural,4,27.637759,83.673308,988,5.43,182,4.39,10.3,9.69,4.14,10.42,8.56,4.46,14.4,58.47,55.02,92.67,24593.19,2266638.79,1340.82,6,0,76.36,10.67,0.73,3.82,1.18,105.06,6.0,39.13,53.68,21.8,Agro-vet Clinic,0.95
Sainamaina,Semi-Urban,3,27.703699,83.269495,2178,5.45,399,1.94,2.58,7.68,1.15,1.5,1.38,1.85,8.75,100.0,61.1,72.0,5000.0,8141380.83,11089.31,8,1,20.51,70.39,1.49,4.87,0.48,4.14,3.67,92.39,70.08,45.27,Bookstore,0.4987
Kanchan,Rural,5,27.79338,83.246793,998,6.01,166,1.86,10.8,13.33,0.34,5.89,2.69,5.95,17.8,56.0,39.9,84.95,18018.88,1683271.72,2876.5,3,1,90.51,11.28,1.51,9.62,0.69,46.48,3.0,33.99,48.06,19.32,Stationery Shop,0.7446
Rohini,Rural,7,27.565673,83.429267,1510,5.09,296,3.8,2.54,10.59,2.76,3.85,4.12,4.32,15.13,68.85,47.04,69.08,17038.32,1012923.71,1806.1,10,0,85.98,16.65,0.88,5.51,1.98,60.72,6.62,53.51,50.28,16.52,Fertilizer Store,0.95
Sammarimai,Rural,6,27.423733,83.58291,1428,6.37,224,1.51,10.65,18.24,2.01,13.67,5.79,3.0,9.9,100.0,21.7,51.83,15210.74,2867949.69,2887.21,10,1,91.66,16.77,1.34,2.79,0.27,39.13,7.0,49.34,38.79,23.74,Fertilizer Store,0.9178
Marchawari,Rural,2,27.477206,83.213868,1879,6.44,291,2.79,5.57,9.7,2.63,5.78,6.45,3.26,17.18,77.3,22.3,43.39,14418.82,2533685.72,4655.04,6,1,75.88,16.92,1.8,4.4,0.86,25.5,3.19,66.01,35.41,19.51,Agro-vet Clinic,0.2273
Marchawari,Rural,5,27.429747,83.635025,1634,6.47,252,5.67,4.26,18.13,3.3,8.37,3.96,6.03,26.76,55.09,5.32,55.46,16814.6,1241287.72,2803.59,10,0,81.6,18.64,1.1,6.58,0.55,44.21,6.12,58.54,19.79,13.77,Dairy Farm,0.5186
Rohini,Rural,6,27.736516,83.60949,1573,5.07,310,3.83,12.2,13.97,2.31,5.02,6.1,3.92,11.25,64.73,64.96,70.67,12591.79,1583673.36,857.0,10,1,94.35,15.82,1.88,2.86,0.92,67.81,6.36,52.88,52.34,14.02,Cold Storage,0.95
Siyari,Rural,6,27.591185,83.362565,1028,5.72,179,0.52,14.28,1.09,2.64,8.98,6.18,1.06,15.27,93.1,51.22,67.28,13431.42,2201934.02,3226.17,7,1,83.32,52.13,0.78,3.56,1.45,31.78,6.81,38.65,63.14,41.27,Dairy Farm,0.6472
Sainamaina,Semi-Urban,11,27.720035,83.287151,2691,5.27,510,0.51,2.01,4.68,1.72,5.65,2.67,2.02,20.3,83.16,71.95,85.43,33178.04,6961631.09,10148.89,34,5,59.37,67.64,2.21,4.64,0.69,29.76,12.63,100.0,71.7,52.83,Agro-vet Clinic,0.95
Lumbini Sanskritik,Semi-Urban,9,27.47124,83.349077,1779,4.77,372,1.34,0.45,5.63,0.92,4.99,2.67,1.74,1.93,96.27,68.9,88.47,11179.38,9212545.39,14572.06,0,10,24.88,53.85,0.78,1.9,1.26,7.18,0.0,75.91,77.33,47.2,Tutoring Center,0.5465
Sammarimai,Rural,6,27.793498,83.656526,1134,5.69,199,0.48,6.3,17.08,6.76,9.96,5.29,2.06,12.46,63.53,16.81,63.9,18996.14,1533060.68,3160.96,11,0,67.49,30.97,1.6,2.02,0.94,45.65,9.7,48.17,29.34,27.68,Fertilizer Store,0.95
Devdaha,Semi-Urban,6,27.614461,83.590429,2292,5.11,448,0.88,4.97,5.85,0.38,4.05,4.31,2.33,4.82,92.77,49.02,78.81,53749.56,6446084.09,8260.92,64,10,38.69,18.5,2.54,4.53,1.19,58.04,27.92,100.0,65.42,39.89,Tutoring Center,0.95
Gaidahawa,Rural,7,27.794926,83.626197,1491,6.13,243,2.4,7.2,11.5,4.7,5.48,9.64,2.82,20.99,65.87,50.71,69.65,25590.68,2325546.95,3335.08,7,0,64.62,12.87,1.12,3.61,0.19,59.03,4.69,58.14,48.91,22.22,Agro-vet Clinic,0.95
Rohini,Rural,7,27.661447,83.348348,1472,5.94,247,1.15,10.09,5.43,2.57,11.72,5.06,1.11,8.15,100.0,18.6,68.93,13222.14,3036785.74,3196.23,11,0,77.01,13.78,0.84,0.1,0.04,31.51,7.47,55.46,51.24,25.98,Cold Storage,0.7785
Kanchan,Rural,1,27.712329,83.584937,1025,6.47,158,3.91,5.74,9.84,3.91,1.44,5.73,2.85,17.71,90.66,0.0,76.96,18774.28,3055877.19,3015.28,11,0,81.28,17.44,1.28,5.92,0.83,46.76,10.73,40.76,45.04,19.87,Dairy Farm,0.9125
Devdaha,Semi-Urban,1,27.552436,83.388995,1355,4.92,275,3.05,2.21,4.0,1.92,2.95,1.88,0.95,0.18,92.09,51.5,92.81,5000.0,14126716.7,16535.79,22,8,64.2,71.26,2.43,2.54,0.61,2.85,16.24,60.19,70.41,48.81,Agro-vet Clinic,0.4778
Sudhodhan,Rural,2,27.445086,83.260493,1390,5.58,248,1.38,1.16,11.2,4.55,8.43,4.21,3.12,17.04,56.11,11.6,94.46,14927.97,2494430.28,2540.83,4,0,65.85,35.95,2.0,2.23,1.64,42.16,2.88,53.54,39.28,25.83,Agro-vet Clinic,0.9189
Siddharthanagar,Urban,11,27.653231,83.345632,6191,4.09,1513,0.7,1.11,2.02,0.65,0.66,0.12,0.7,7.71,96.2,86.68,91.09,46445.26,20313699.47,45148.82,187,14,16.68,83.37,3.85,4.53,0.44,10.06,30.21,100.0,85.46,70.85,Stationery Shop,0.8344
Siddharthanagar,Urban,4,27.659853,83.615302,5316,4.85,1096,1.52,2.38,0.27,1.36,1.32,2.05,0.38,3.13,100.0,94.75,94.46,41005.46,19441041.88,32635.91,213,15,14.12,91.61,5.45,1.14,0.13,12.19,40.07,100.0,88.72,66.06,Polyclinic,0.8373
Omsatiya,Rural,2,27.619753,83.462032,1398,6.27,222,5.18,6.65,14.12,3.35,7.87,6.2,4.29,22.75,81.98,22.56,61.43,25250.93,1586000.36,3315.17,2,2,91.46,14.16,1.22,5.5,1.68,58.52,1.43,45.3,38.84,24.4,Fertilizer Store,0.95
Rohini,Rural,6,27.554352,83.671544,1319,6.38,206,2.2,10.24,16.15,3.76,8.83,9.23,3.12,13.28,69.19,72.12,89.51,14077.43,1667692.06,5033.7,10,2,82.41,23.22,1.98,0.56,0.58,23.33,7.58,48.85,59.49,37.06,Dairy Farm,0.6091
Omsatiya,Rural,2,27.725519,83.52663,1428,5.8,246,4.52,6.75,11.05,3.92,3.45,6.38,4.14,19.11,76.35,40.86,75.64,16051.59,3255579.4,1537.84,6,0,72.79,2.53,2.82,2.14,1.58,63.25,4.2,53.4,49.99,23.29,Cold Storage,0.95
Siddharthanagar,Urban,12,27.760321,83.226292,4563,4.93,925,0.02,3.31,2.15,1.48,0.23,0.1,0.26,17.35,99.07,89.36,94.15,46523.14,26146075.83,20559.02,128,23,7.66,98.07,4.6,1.98,1.49,21.58,28.05,100.0,87.65,74.99,Tutoring Center,0.95
Rohini,Rural,2,27.68199,83.409223,901,5.56,162,1.42,6.78,10.61,2.79,8.95,2.26,4.56,6.1,48.09,28.68,36.17,17890.26,859990.58,1581.46,14,0,78.81,34.76,1.61,0.6,1.04,69.3,14.0,38.99,24.15,20.5,Fertilizer Store,0.95
Siddharthanagar,Urban,6,27.776204,83.329921,2005,4.27,469,1.01,3.44,2.42,1.29,1.98,1.56,0.54,17.89,98.91,90.08,85.13,39539.1,5368938.63,18767.27,175,19,9.21,68.79,2.02,3.79,0.16,20.0,87.28,100.0,86.01,74.56,Bookstore,0.95
Kotahimai,Rural,1,27.619906,83.304739,1130,6.14,183,2.47,8.41,12.92,4.46,7.12,5.97,6.04,13.47,59.22,3.59,79.13,22315.55,2870139.34,1149.6,5,0,69.76,15.27,0.48,1.56,0.69,103.81,4.42,44.97,33.35,21.66,Agro-vet Clinic,0.95
Mayadevi,Rural,7,27.635067,83.456897,1575,6.4,245,4.8,11.08,8.55,1.97,0.99,6.78,4.45,30.08,62.68,62.11,60.08,13640.81,2145123.66,3439.85,7,0,80.31,12.23,0.23,5.22,0.57,30.72,4.44,55.96,53.23,11.75,Agro-vet Clinic,0.6032
Mayadevi,Rural,5,27.432412,83.633564,1502,5.85,256,0.03,7.97,17.81,5.7,5.57,7.47,0.35,13.1,79.47,62.11,71.49,17022.87,3174771.38,1408.32,8,1,83.18,31.87,2.05,8.37,0.45,70.68,5.33,53.31,54.43,23.76,Fertilizer Store,0.95
Siddharthanagar,Urban,7,27.62356,83.224591,3782,4.81,786,0.59,2.82,2.04,0.56,0.62,1.24,0.82,7.64,99.28,90.51,90.11,49545.19,25040944.88,13080.53,114,13,11.12,82.37,4.79,3.96,0.74,35.19,30.14,100.0,86.61,74.17,Stationery Shop,0.95
Sudhodhan,Rural,4,27.574052,83.443968,929,6.29,147,3.25,6.37,15.42,4.02,8.6,0.68,3.52,2.74,87.08,0.0,45.74,21253.62,1256309.07,1799.04,10,0,84.52,44.14,1.21,4.58,0.64,75.93,10.0,36.52,27.43,30.17,Cold Storage,0.95
Sammarimai,Rural,5,27.51122,83.606697,1087,5.35,203,1.9,4.78,13.27,3.68,7.07,5.85,4.54,14.48,57.87,27.71,68.33,28981.56,2021260.34,4636.24,0,0,77.46,35.41,-0.25,9.83,0.69,51.42,0.0,39.37,38.6,32.84,Dairy Farm,0.95
Siddharthanagar,Urban,1,27.534156,83.664966,5231,4.0,1307,0.47,2.71,2.84,0.69,0.72,1.41,0.55,12.63,97.59,91.92,88.58,44214.64,19525585.1,21845.86,184,14,17.3,46.95,5.05,1.05,0.19,19.35,35.17,100.0,85.28,53.52,Stationery Shop,0.8074
Omsatiya,Rural,2,27.541928,83.486376,2037,5.29,384,3.29,14.28,12.7,4.01,6.76,8.58,5.6,14.26,92.07,27.4,80.19,21859.81,1675009.09,4168.87,12,0,88.75,16.85,0.51,1.65,0.31,42.29,5.89,69.28,52.66,20.61,Dairy Farm,0.95
Kotahimai,Rural,7,27.593062,83.688971,1526,5.59,272,2.27,4.63,5.89,4.07,4.64,9.85,4.38,4.94,90.37,3.71,76.86,17104.46,1398183.41,4039.71,11,1,93.61,20.16,2.32,5.17,1.44,33.94,7.21,52.1,46.22,26.07,Agro-vet Clinic,0.7367
Mayadevi,Rural,6,27.777677,83.316293,1774,6.2,286,3.26,9.42,13.9,4.64,8.38,5.18,4.66,11.08,93.46,59.34,55.25,22762.07,2447303.79,2363.19,10,1,99.19,43.54,0.05,2.76,1.61,67.68,5.64,57.46,54.21,40.77,Agro-vet Clinic,0.95
Marchawari,Rural,7,27.55635,83.236083,1468,5.46,268,2.26,1.11,8.26,5.74,6.73,3.86,1.45,23.05,57.45,49.64,57.66,13097.43,1899403.15,2930.91,6,1,58.84,19.11,1.86,6.03,0.2,33.32,4.09,58.79,41.57,22.41,Cold Storage,0.7043
Marchawari,Rural,3,27.608963,83.291688,511,6.49,78,1.74,2.82,10.41,2.73,5.05,5.6,7.63,22.21,54.4,10.79,67.79,16075.94,2466520.4,1560.54,10,0,95.68,31.34,1.59,7.39,1.93,62.78,10.0,20.63,32.77,19.7,Fertilizer Store,0.95
Kotahimai,Rural,2,27.646135,83.426656,475,6.25,76,1.17,17.33,15.64,2.52,4.66,4.11,0.13,0.52,79.17,43.87,55.49,13447.22,2797781.83,3803.22,11,2,63.11,17.92,1.95,7.6,1.51,28.0,11.0,29.72,45.56,27.55,Fertilizer Store,0.7026
Tilottama,Urban,6,27.496475,83.535324,4317,4.71,916,0.35,0.56,4.49,0.97,0.08,0.34,0.24,14.5,100.0,84.94,83.29,47952.0,22859449.35,3308.15,190,12,12.1,50.2,4.23,3.97,1.97,111.31,44.01,100.0,82.24,59.03,Bookstore,0.95
Lumbini Sanskritik,Semi-Urban,12,27.753097,83.547322,1509,4.89,308,1.39,2.16,6.81,1.01,4.24,1.65,1.92,3.37,100.0,51.76,64.8,5000.0,5562777.83,12186.2,63,0,34.85,67.04,4.53,3.34,0.61,3.79,41.75,90.01,60.93,44.43,Stationery Shop,0.4473
Devdaha,Semi-Urban,7,27.567489,83.266211,2809,4.74,593,2.45,4.41,6.96,2.23,2.96,1.79,1.71,5.59,94.47,77.18,87.49,5000.0,3937465.96,8916.48,16,3,29.95,49.7,1.72,1.48,1.18,5.04,5.7,100.0,77.36,32.28,Tailoring Shop,0.4262
Siddharthanagar,Urban,7,27.441176,83.576658,4508,4.99,903,0.55,0.32,2.86,1.48,1.15,0.88,0.35,23.88,97.36,89.46,92.87,36281.53,24277379.91,35622.4,218,6,13.06,70.34,3.21,4.19,1.22,9.91,48.36,100.0,87.0,55.82,Stationery Shop,0.6355
Omsatiya,Rural,5,27.573501,83.510031,1119,5.36,208,1.77,12.73,20.16,2.91,5.9,2.55,4.51,19.96,100.0,22.63,65.0,15740.62,1652504.31,4381.72,3,0,86.44,18.5,0.64,1.41,1.63,29.25,2.68,38.84,46.54,24.05,Agro-vet Clinic,0.7439
Omsatiya,Rural,2,27.417059,83.603492,608,5.61,108,5.12,3.97,14.78,3.43,9.98,5.08,7.23,7.04,51.22,0.0,90.3,18687.95,2107512.06,3326.82,7,0,69.68,26.04,2.12,0.85,0.65,43.19,7.0,30.14,28.4,24.31,Dairy Farm,0.7935
Lumbini Sanskritik,Semi-Urban,10,27.616605,83.539456,2372,5.16,460,2.33,3.67,7.07,1.17,0.54,3.32,2.95,2.14,94.22,77.92,85.89,43788.76,11324466.0,10837.91,51,6,46.69,28.82,3.89,2.74,0.11,36.99,21.5,100.0,76.57,39.98,Stationery Shop,0.9455
Omsatiya,Rural,1,27.691456,83.646159,985,6.29,156,1.62,14.79,20.25,1.33,7.97,4.08,4.5,6.51,83.8,4.42,55.4,15242.91,1582196.13,3796.77,11,0,76.8,-3.7,3.12,8.91,1.01,31.78,11.0,40.91,29.17,16.86,Bookstore,0.4467
Sammarimai,Rural,4,27.589784,83.395481,1341,6.45,208,3.12,7.98,19.72,3.19,9.93,2.81,4.96,29.3,56.23,48.03,63.22,25330.28,1516787.12,4679.54,7,1,79.68,15.78,2.14,1.79,0.42,44.6,5.22,49.13,35.71,21.58,Dairy Farm,0.95
Sainamaina,Semi-Urban,1,27.440508,83.581321,2089,4.69,445,1.29,5.74,6.5,2.49,0.67,4.79,1.72,8.72,93.97,77.49,74.59,53874.61,3361778.93,9731.87,2,5,60.63,49.95,1.04,4.07,0.44,50.2,0.96,75.28,75.5,49.44,Cold Storage,0.95
Sainamaina,Semi-Urban,6,27.465028,83.637147,2362,5.24,451,0.73,3.14,6.31,1.55,3.73,1.55,2.44,18.28,88.84,41.04,74.69,111350.19,4066756.48,13054.51,58,7,37.69,62.61,4.35,0.59,1.15,79.23,24.56,100.0,57.67,68.24,Electronics Shop,0.95
Siddharthanagar,Urban,13,27.687656,83.46499,7110,4.35,1633,0.74,1.43,2.73,1.06,0.43,0.95,0.79,1.59,99.48,92.4,94.0,44526.05,22771443.83,7729.5,196,14,5.43,91.41,5.42,2.48,1.44,51.01,27.57,100.0,87.39,74.52,Bookstore,0.95
Rohini,Rural,4,27.434294,83.299617,1051,5.31,197,4.36,7.19,8.09,3.49,4.72,3.2,0.83,5.2,100.0,28.03,59.89,15273.5,509457.19,2399.34,13,0,86.18,29.16,2.02,8.54,1.02,44.93,12.37,40.88,50.29,34.99,Dairy Farm,0.8978
Siyari,Rural,1,27.528367,83.274044,1075,5.86,183,5.34,15.71,21.38,2.92,9.67,5.97,0.97,12.14,73.33,4.7,49.66,16741.07,2972653.35,2247.51,8,2,78.16,14.87,2.19,5.86,1.91,51.55,7.44,42.0,20.72,20.13,Agro-vet Clinic,0.8064
Sammarimai,Rural,5,27.665016,83.426335,200,5.78,34,1.65,9.51,9.75,2.6,5.7,5.27,0.29,16.62,72.14,1.44,62.44,22380.3,1411985.04,4790.32,5,0,90.29,17.52,1.64,9.87,0.67,38.65,5.0,10.91,33.85,18.44,Cold Storage,0.6203
Mayadevi,Rural,3,27.724873,83.492945,1256,5.51,227,3.86,5.95,15.93,2.23,4.36,3.14,1.14,18.46,53.88,37.61,56.09,18508.81,2704047.63,1981.52,15,0,52.58,21.9,0.8,5.55,1.55,62.08,11.94,57.91,35.21,22.8,Dairy Farm,0.95
Tilottama,Urban,17,27.688719,83.417252,4177,4.5,928,0.73,1.61,0.82,1.69,3.04,0.8,0.64,18.11,97.38,90.6,92.04,49018.05,21493974.04,30973.11,181,28,6.74,70.06,0.23,4.54,1.89,15.33,43.33,100.0,89.98,70.27,Pharmacy,0.6021
Lumbini Sanskritik,Semi-Urban,7,27.44647,83.362811,1349,5.08,265,1.56,5.67,8.35,3.51,2.52,2.16,0.02,1.7,93.4,42.37,70.51,5000.0,5114765.55,10141.29,67,6,42.84,72.94,2.63,0.84,0.55,4.49,49.67,84.42,58.16,53.03,Cold Storage,0.384
Sudhodhan,Rural,1,27.456305,83.596261,864,5.42,159,1.29,8.95,12.69,4.79,3.45,1.92,6.43,20.68,54.69,46.6,34.73,17943.86,2323808.96,3767.39,14,1,88.35,31.23,2.52,9.85,0.46,37.64,14.0,35.02,31.71,27.86,Agro-vet Clinic,0.6256
Siyari,Rural,2,27.527874,83.221676,928,5.2,178,0.71,8.87,15.69,4.06,9.3,5.02,4.49,10.7,48.5,50.52,65.63,27684.04,500000.0,3095.29,0,1,73.01,-9.34,2.37,6.56,0.58,67.6,0.0,35.94,37.64,9.15,Agro-vet Clinic,0.95
Marchawari,Rural,6,27.60949,83.386204,970,5.03,192,2.27,5.56,8.3,1.07,6.73,4.78,6.68,0.43,56.37,40.53,96.77,12547.64,993670.74,3447.0,12,1,80.79,38.01,1.93,5.41,1.66,28.22,12.0,39.66,53.44,30.42,Stationery Shop,0.6667
Sammarimai,Rural,3,27.653448,83.5654,1493,5.85,255,4.98,15.34,12.27,3.34,2.72,8.07,3.85,32.59,65.87,11.33,55.89,22491.39,809608.56,1552.44,10,0,77.48,35.53,2.36,4.05,0.68,88.12,6.7,55.55,30.35,26.83,Fertilizer Store,0.95
Siyari,Rural,3,27.666809,83.26376,1018,5.55,183,6.5,6.03,6.02,3.69,0.89,7.66,3.09,2.41,86.09,44.55,51.49,14799.72,2300388.12,3136.66,15,1,84.66,11.91,1.3,9.21,0.69,35.78,14.73,41.14,50.87,28.51,Agro-vet Clinic,0.6448
